year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1314463.11,6459.49,63651.14,27052.14
2018,1313950.23,6458.45,63651.14,27052.14
2019,1313437.34,6457.4,63651.14,27052.14
2020,1312860.34,6456.19,63651.14,25857.26
2021,1312219.24,6454.8,63651.14,25857.26
2022,1311578.13,6453.42,63651.14,25857.26
2023,1310937.02,6452.1,63651.14,25857.26
2024,1310295.91,6450.76,63651.14,24662.38
2025,1309526.58,6449.22,63651.14,24662.38
2026,1308693.14,6447.37,63651.14,24662.38
2027,1307667.37,6445.22,63651.14,24662.38
2028,1306513.38,6442.84,63651.14,23467.5
2029,1305423.49,6440.53,63651.14,23467.5
2030,1304205.39,6437.96,63651.14,22272.62
2031,1302859.06,6435.17,63651.14,22272.62
2032,1301384.52,,,21077.74
2033,1299845.86,,,21077.74
2034,1298307.2,,,19882.86
2035,1296704.43,,,19882.86
2036,1295165.77,,,18687.99
