year,annotation,Maximum expected generation hydro [kWh/year],Maximum expected generation wind [kWh/year],Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation biomass [kWh/year],generation solar [kWh/year],generation wind [kWh/year],generation natural gas [kWh/year],generation hydro [kWh/year],generation diesel [kWh/year]
2003,,0,0,42983.39,3391177.0,0.0,0.0,0.0,0.0,0.0,3391177.0
2004,,0,0,42983.39,3575181.0,0.0,0.0,0.0,0.0,0.0,3575181.0
2005,,0,0,42983.39,3475971.0,0.0,0.0,0.0,0.0,0.0,3475971.0
2006,,0,0,42983.39,3360240.0,0.0,0.0,0.0,0.0,0.0,3360240.0
2007,,0,0,42983.39,3362000.0,0.0,0.0,0.0,0.0,0.0,3362000.0
2008,,0,0,42983.39,3357000.0,0.0,0.0,0.0,0.0,0.0,3357000.0
2009,,0,0,42983.39,3545677.0,0.0,0.0,0.0,0.0,0.0,3545677.0
2010,,0,0,42983.39,3380083.0,0.0,0.0,0.0,0.0,0.0,3380083.0
2011,,0,0,42983.39,3350880.0,0.0,0.0,0.0,0.0,0.0,3350880.0
2012,,0,0,42983.39,3615714.0,0.0,0.0,0.0,0.0,0.0,3615714.0
2013,,0,0,42983.39,3469440.0,0.0,0.0,0.0,0.0,0.0,3469440.0
2014,start of forecast,0,0,42983.39,3406000.0,0.0,0.0,0.0,0.0,0.0,3406000.0
2015,,0,0,42983.39,3413000.0,0.0,0.0,0.0,0.0,0.0,3413000.0
2016,,0,0,42983.39,3419000.0,0.0,0.0,0.0,0.0,0.0,3419000.0
2017,,0,0,42983.39,3426000.0,0.0,0.0,0.0,0.0,0.0,3426000.0
2018,,0,0,42983.39,3432000.0,0.0,0.0,0.0,0.0,0.0,3432000.0
2019,,0,0,42983.39,3438000.0,0.0,0.0,0.0,0.0,0.0,3438000.0
2020,,0,0,42983.39,3444000.0,0.0,0.0,0.0,0.0,0.0,3444000.0
2021,,0,0,42983.39,3450000.0,0.0,0.0,0.0,0.0,0.0,3450000.0
2022,,0,0,42983.39,3455000.0,0.0,0.0,0.0,0.0,0.0,3455000.0
2023,,0,0,42983.39,3461000.0,0.0,0.0,0.0,0.0,0.0,3461000.0
2024,,0,0,42983.39,3466000.0,0.0,0.0,0.0,0.0,0.0,3466000.0
2025,,0,0,42983.39,3472000.0,0.0,0.0,0.0,0.0,0.0,3472000.0
2026,,0,0,42983.39,3477000.0,0.0,0.0,0.0,0.0,0.0,3477000.0
2027,,0,0,42983.39,3483000.0,0.0,0.0,0.0,0.0,0.0,3483000.0
2028,,0,0,42983.39,3489000.0,0.0,0.0,0.0,0.0,0.0,3489000.0
2029,,0,0,42983.39,3495000.0,0.0,0.0,0.0,0.0,0.0,3495000.0
2030,,0,0,42983.39,3500000.0,0.0,0.0,0.0,0.0,0.0,3500000.0
2031,,0,0,42983.39,3506000.0,0.0,0.0,0.0,0.0,0.0,3506000.0
2032,,0,0,42983.39,3512000.0,0.0,0.0,0.0,0.0,0.0,3512000.0
2033,,0,0,42983.39,3519000.0,0.0,0.0,0.0,0.0,0.0,3519000.0
2034,,0,0,42983.39,3526000.0,0.0,0.0,0.0,0.0,0.0,3526000.0
2035,,0,0,42983.39,3532000.0,0.0,0.0,0.0,0.0,0.0,3532000.0
2036,,0,0,42983.39,3538000.0,0.0,0.0,0.0,0.0,0.0,3538000.0
2037,,0,0,42983.39,3544000.0,0.0,0.0,0.0,0.0,0.0,3544000.0
2038,,0,0,42983.39,3550000.0,0.0,0.0,0.0,0.0,0.0,3550000.0
2039,,0,0,42983.39,3557000.0,0.0,0.0,0.0,0.0,0.0,3557000.0
2040,,0,0,42983.39,3564000.0,0.0,0.0,0.0,0.0,0.0,3564000.0
