year,annotation,Maximum expected generation hydro [kWh/year],Maximum expected generation wind [kWh/year],Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation biomass [kWh/year],generation solar [kWh/year],generation wind [kWh/year],generation natural gas [kWh/year],generation hydro [kWh/year],generation diesel [kWh/year]
2003,,0,0,18738.89,668735.0,0.0,0.0,0.0,0.0,0.0,668735.0
2004,,0,0,18738.89,719047.0,0.0,0.0,0.0,0.0,0.0,719047.0
2005,,0,0,18738.89,937962.0,0.0,0.0,0.0,0.0,0.0,937962.0
2006,,0,0,18738.89,1038583.0,0.0,0.0,0.0,0.0,0.0,1038583.0
2007,,0,0,18738.89,1094928.0,0.0,0.0,0.0,0.0,0.0,1094928.0
2008,,0,0,18738.89,1129396.0,0.0,0.0,0.0,0.0,0.0,1129396.0
2009,,0,0,18738.89,1351920.0,0.0,0.0,0.0,0.0,0.0,1351920.0
2010,,0,0,18738.89,1319078.0,0.0,0.0,0.0,0.0,0.0,1319078.0
2011,,0,0,18738.89,1528992.0,0.0,0.0,0.0,0.0,0.0,1528992.0
2012,,0,0,18738.89,1372032.0,0.0,0.0,0.0,0.0,0.0,1372032.0
2013,,0,0,18738.89,1349438.0,0.0,0.0,0.0,0.0,0.0,1349438.0
2014,start of forecast,0,0,18738.89,1190000.0,0.0,0.0,0.0,0.0,0.0,1190000.0
2015,,0,0,18738.89,1196000.0,0.0,0.0,0.0,0.0,0.0,1196000.0
2016,,0,0,18738.89,1201000.0,0.0,0.0,0.0,0.0,0.0,1201000.0
2017,,0,0,18738.89,1206000.0,0.0,0.0,0.0,0.0,0.0,1206000.0
2018,,0,0,18738.89,1212000.0,0.0,0.0,0.0,0.0,0.0,1212000.0
2019,,0,0,18738.89,1218000.0,0.0,0.0,0.0,0.0,0.0,1218000.0
2020,,0,0,18738.89,1225000.0,0.0,0.0,0.0,0.0,0.0,1225000.0
2021,,0,0,18738.89,1231000.0,0.0,0.0,0.0,0.0,0.0,1231000.0
2022,,0,0,18738.89,1237000.0,0.0,0.0,0.0,0.0,0.0,1237000.0
2023,,0,0,18738.89,1244000.0,0.0,0.0,0.0,0.0,0.0,1244000.0
2024,,0,0,18738.89,1251000.0,0.0,0.0,0.0,0.0,0.0,1251000.0
2025,,0,0,18738.89,1258000.0,0.0,0.0,0.0,0.0,0.0,1258000.0
2026,,0,0,18738.89,1264000.0,0.0,0.0,0.0,0.0,0.0,1264000.0
2027,,0,0,18738.89,1271000.0,0.0,0.0,0.0,0.0,0.0,1271000.0
2028,,0,0,18738.89,1276000.0,0.0,0.0,0.0,0.0,0.0,1276000.0
2029,,0,0,18738.89,1284000.0,0.0,0.0,0.0,0.0,0.0,1284000.0
2030,,0,0,18738.89,1291000.0,0.0,0.0,0.0,0.0,0.0,1291000.0
2031,,0,0,18738.89,1298000.0,0.0,0.0,0.0,0.0,0.0,1298000.0
2032,,0,0,18738.89,1303000.0,0.0,0.0,0.0,0.0,0.0,1303000.0
2033,,0,0,18738.89,1308000.0,0.0,0.0,0.0,0.0,0.0,1308000.0
2034,,0,0,18738.89,1312000.0,0.0,0.0,0.0,0.0,0.0,1312000.0
2035,,0,0,18738.89,1317000.0,0.0,0.0,0.0,0.0,0.0,1317000.0
2036,,0,0,18738.89,1322000.0,0.0,0.0,0.0,0.0,0.0,1322000.0
2037,,0,0,18738.89,1328000.0,0.0,0.0,0.0,0.0,0.0,1328000.0
2038,,0,0,18738.89,1333000.0,0.0,0.0,0.0,0.0,0.0,1333000.0
2039,,0,0,18738.89,1337000.0,0.0,0.0,0.0,0.0,0.0,1337000.0
2040,,0,0,18738.89,1341000.0,0.0,0.0,0.0,0.0,0.0,1341000.0
