year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,38948.25,0.0,54769.81,31292.63
2018,38948.25,0.0,54769.81,31292.63
2019,39031.83,0.0,54769.81,31292.63
2020,38948.25,0.0,54769.81,31292.63
2021,38948.25,0.0,54769.81,31292.63
2022,38948.25,0.0,54769.81,31292.63
2023,38948.25,0.0,54769.81,31292.63
2024,38948.25,0.0,54769.81,31292.63
2025,38948.25,0.0,54769.81,31292.63
2026,38948.25,0.0,54769.81,31292.63
2027,38948.25,0.0,54769.81,31292.63
2028,39031.83,0.0,54769.81,31292.63
2029,39031.83,0.0,54769.81,31292.63
2030,39031.83,0.0,54769.81,31292.63
2031,39031.83,0.0,54769.81,31292.63
