year,Base case diesel consumed,Modeled residential energy efficiency
2017,1124391.57245,883961.149463
2018,1123017.66735,882587.244364
2019,1114774.23676,874343.813774
2020,1109278.61637,868848.19338
2021,1107904.71127,867474.288282
2022,1109278.61637,868848.19338
2023,1107904.71127,867474.288282
2024,1107904.71127,867474.288282
2025,1106530.80617,866100.383183
2026,1101035.18578,860604.76279
2027,1091417.85009,850987.427101
2028,1079052.7042,838622.281215
2029,1079052.7042,838622.281215
2030,1076304.89401,835874.471018
2031,1070809.27361,830378.850625
2032,1068061.46341,827631.040428
2033,1063939.74812,823509.325132
2034,1061191.93792,820761.514936
2035,1048826.79204,808396.36905
2036,1043331.17164,802900.748656
