year,Base case diesel consumed,Modeled residential energy efficiency
2017,12585.9416836,11349.7100113
2018,12585.9416836,11349.7100113
2019,12585.9416836,11349.7100113
2020,12585.9416836,11349.7100113
2021,13608.4860709,12372.2543986
2022,13608.4860709,12372.2543986
2023,13608.4860709,12372.2543986
2024,13608.4860709,12372.2543986
2025,13608.4860709,12372.2543986
2026,13608.4860709,12372.2543986
2027,14631.0304582,13394.7987859
2028,14631.0304582,13394.7987859
2029,14631.0304582,13394.7987859
2030,14631.0304582,13394.7987859
2031,14631.0304582,13394.7987859
