year,Base case diesel consumed,Modeled diesel efficiency
2019,121510.17028,110463.791163
2020,123976.33295,112705.757228
2021,125312.433786,113920.394351
2022,126638.789862,115126.172602
2023,127864.218259,116240.198418
2024,129052.599704,117320.545185
2025,130353.111839,118502.828944
2026,131725.694571,119750.631428
2027,134142.446757,121947.67887
2028,135677.691954,123343.356322
2029,137129.811016,124663.46456
2030,138420.17662,125836.5242
2031,139953.666899,127230.606272
2032,141889.998426,128990.90766
2033,143422.9374,130384.488545
2034,144875.363676,131704.876069
2035,147134.516139,133758.651035
2036,148667.528059,135152.298236
2037,150523.305271,136839.368428
2038,152056.316412,138233.01492
