year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,253265
2004,,0,0,0,0,0,247995
2005,,0,0,0,0,0,246162
2006,,0,0,0,0,0,260552
2007,,0,0,0,0,0,280146
2008,,0,0,0,0,0,276505
2009,,0,0,0,0,0,290538
2010,,0,0,0,0,0,293232
2011,,0,0,0,0,0,310089
2012,,0,0,0,0,0,298713
2013,,0,0,0,0,0,258729
2014,start of forecast,0,0,0,0,0,294000
2015,,0,0,0,0,0,295000
2016,,0,0,0,0,0,295000
2017,,0,0,0,0,0,295000
2018,,0,0,0,0,0,296000
2019,,0,0,0,0,0,296000
2020,,0,0,0,0,0,297000
2021,,0,0,0,0,0,297000
2022,,0,0,0,0,0,298000
2023,,0,0,0,0,0,298000
2024,,0,0,0,0,0,299000
2025,,0,0,0,0,0,299000
2026,,0,0,0,0,0,300000
2027,,0,0,0,0,0,300000
2028,,0,0,0,0,0,300000
2029,,0,0,0,0,0,301000
2030,,0,0,0,0,0,301000
2031,,0,0,0,0,0,302000
2032,,0,0,0,0,0,302000
2033,,0,0,0,0,0,303000
2034,,0,0,0,0,0,303000
2035,,0,0,0,0,0,303000
2036,,0,0,0,0,0,304000
2037,,0,0,0,0,0,304000
2038,,0,0,0,0,0,305000
2039,,0,0,0,0,0,305000
2040,,0,0,0,0,0,306000
