year,Base case diesel consumed,Modeled residential energy efficiency
2017,11506.1957551,8392.59576024
2018,11506.1957551,8392.59576024
2019,11506.1957551,8392.59576024
2020,10770.5658077,7656.96581288
2021,10770.5658077,7656.96581288
2022,10770.5658077,7656.96581288
2023,10770.5658077,7656.96581288
2024,10034.9358604,6921.33586552
2025,10034.9358604,6921.33586552
2026,10034.9358604,6921.33586552
2027,9299.305913,6185.70591816
2028,9299.305913,6185.70591816
2029,8563.67596564,5450.07597081
2030,8563.67596564,5450.07597081
2031,8563.67596564,5450.07597081
