year,Base case diesel consumed,Modeled diesel efficiency
2019,128002.09974,116365.545218
2020,129899.390388,118090.354898
2021,131567.605143,119606.913767
2022,133319.253481,121199.321347
2023,135066.485388,122787.713989
2024,136788.850387,124353.500352
2025,138529.265469,125935.69588
2026,140265.936131,127514.487392
2027,141999.086379,129090.078526
2028,143660.373686,130600.339715
2029,145546.811812,132315.283466
2030,147357.409055,133961.280959
2031,149093.211265,135539.282968
2032,150602.325033,136911.204575
2033,152035.969364,138214.517603
2034,153469.726095,139517.932814
2035,154903.411698,140821.283362
2036,156488.023299,142261.839362
2037,158072.651974,143702.410885
2038,159657.265949,145142.969044
