year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,29393.31,1001.33,49066.33,27002.5
2018,29393.31,998.89,49066.33,27002.5
2019,29295.98,997.26,49066.33,27002.5
2020,29295.98,996.27,49066.33,27002.5
2021,29198.65,994.69,49066.33,25944.85
2022,29198.65,993.61,49066.33,25944.85
2023,29198.65,992.53,49066.33,25944.85
2024,29101.32,991.4,49066.33,25944.85
2025,29101.32,990.68,49066.33,25944.85
2026,29004.0,989.33,49066.33,25944.85
2027,29004.0,987.97,49066.33,24887.21
2028,28906.67,986.51,49066.33,24887.21
2029,28906.67,985.34,49066.33,24887.21
2030,28906.67,984.05,49066.33,24887.21
2031,28809.34,981.84,49066.33,24887.21
2032,28809.34,,,23829.57
2033,28712.01,,,23829.57
2034,28712.01,,,23829.57
2035,28614.68,,,23829.57
2036,28614.68,,,23829.57
