year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,0.0,0.0,3000.0,17609.14
2018,140147.26,0.0,3000.0,17609.14
2019,90635.27,0.0,3000.0,17609.14
2020,62990.17,0.0,3000.0,17609.14
2021,98708.81,0.0,3000.0,17609.14
2022,85019.87,0.0,3000.0,17609.14
2023,83313.25,0.0,3000.0,16485.22
2024,90211.49,0.0,3000.0,16485.22
2025,87420.34,0.0,3000.0,16485.22
2026,88344.38,0.0,3000.0,16485.22
2027,90104.01,0.0,3000.0,16485.22
2028,90109.48,0.0,3000.0,15361.31
2029,90634.22,0.0,3000.0,15361.31
2030,91273.62,0.0,3000.0,15361.31
2031,91869.95,0.0,3000.0,15361.31
