year,Base case diesel consumed,Modeled residential energy efficiency
2017,49703.7014872,39402.8771426
2018,50398.7610442,40097.9366996
2019,50398.7610442,40097.9366996
2020,50398.7610442,40097.9366996
2021,50398.7610442,40097.9366996
2022,51093.8206012,40792.9962565
2023,51093.8206012,40792.9962565
2024,51093.8206012,40792.9962565
2025,51093.8206012,40792.9962565
2026,51093.8206012,40792.9962565
2027,51093.8206012,40792.9962565
2028,51093.8206012,40792.9962565
2029,51093.8206012,40792.9962565
2030,51093.8206012,40792.9962565
2031,51093.8206012,40792.9962565
