year,Base case diesel consumed,Modeled diesel efficiency
2019,32739.1761602,29762.8874183
2020,32739.1761602,29762.8874183
2021,32739.1761602,29762.8874183
2022,32739.1761602,29762.8874183
2023,32739.1761602,29762.8874183
2024,32739.1761602,29762.8874183
2025,32739.1761602,29762.8874183
2026,32824.4344314,29840.3949377
2027,32824.4344314,29840.3949377
2028,32824.4344314,29840.3949377
2029,32824.4344314,29840.3949377
2030,32824.4344314,29840.3949377
2031,32824.4344314,29840.3949377
2032,32824.4344314,29840.3949377
2033,32824.4344314,29840.3949377
2034,32824.4344314,29840.3949377
2035,32824.4344314,29840.3949377
2036,32824.4344314,29840.3949377
2037,32824.4344314,29840.3949377
2038,32824.4344314,29840.3949377
