year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,95955.32,0.0,33378.95,87190.02
2018,93892.65,0.0,33378.95,85789.6
2019,91664.97,0.0,33378.95,82988.74
2020,89354.78,0.0,33378.95,81588.31
2021,87127.1,0.0,33378.95,80187.88
2022,84981.92,0.0,33378.95,77387.02
2023,82341.71,0.0,33378.95,75986.59
2024,79866.51,0.0,33378.95,73185.73
2025,77473.81,0.0,33378.95,71785.31
2026,74998.61,0.0,33378.95,68984.45
2027,72688.42,0.0,33378.95,67584.02
2028,70378.23,0.0,33378.95,66183.59
2029,67573.0,0.0,33378.95,63382.73
2030,65015.3,0.0,33378.95,60581.87
2031,62540.09,0.0,33378.95,59181.45
2032,60477.43,0.0,33378.95,57781.02
2033,58497.27,0.0,33378.95,56380.59
2034,56599.61,0.0,33378.95,53579.73
2035,54701.96,0.0,33378.95,52179.3
2036,52556.78,0.0,33378.95,50778.87
2037,50659.13,0.0,33378.95,49378.44
2038,48843.98,0.0,33378.95,47978.01
2039,47111.34,0.0,33378.95,46577.58
2040,45543.71,0.0,33378.95,45177.16
