year,annotation,Maximum expected generation hydro [kWh/year],Maximum expected generation wind [kWh/year],Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation biomass [kWh/year],generation solar [kWh/year],generation wind [kWh/year],generation natural gas [kWh/year],generation hydro [kWh/year],generation diesel [kWh/year]
2003,,0,0,6090.78,353680.0,0.0,0.0,0.0,0.0,0.0,353680.0
2004,,0,0,6090.78,389600.0,0.0,0.0,0.0,0.0,0.0,389600.0
2005,,0,0,6090.78,362400.0,0.0,0.0,0.0,0.0,0.0,362400.0
2006,,0,0,6090.78,342560.0,0.0,0.0,0.0,0.0,0.0,342560.0
2007,,0,0,6090.78,350080.0,0.0,0.0,0.0,0.0,0.0,350080.0
2008,,0,0,6090.78,331280.0,0.0,0.0,0.0,0.0,0.0,331280.0
2009,,0,0,6090.78,358160.0,0.0,0.0,0.0,0.0,0.0,358160.0
2010,,0,0,6090.78,364400.0,0.0,0.0,0.0,0.0,0.0,364400.0
2011,,0,0,6090.78,394120.0,0.0,0.0,0.0,0.0,0.0,394120.0
2012,,0,0,6090.78,396619.0,0.0,0.0,0.0,0.0,0.0,396619.0
2013,,0,0,6090.78,410240.0,0.0,0.0,0.0,0.0,0.0,410240.0
2014,start of forecast,0,0,6090.78,385000.0,0.0,0.0,0.0,0.0,0.0,385000.0
2015,,0,0,6090.78,385000.0,0.0,0.0,0.0,0.0,0.0,385000.0
2016,,0,0,6090.78,385000.0,0.0,0.0,0.0,0.0,0.0,385000.0
2017,,0,0,6090.78,384000.0,0.0,0.0,0.0,0.0,0.0,384000.0
2018,,0,0,6090.78,384000.0,0.0,0.0,0.0,0.0,0.0,384000.0
2019,,0,0,6090.78,384000.0,0.0,0.0,0.0,0.0,0.0,384000.0
2020,,0,0,6090.78,384000.0,0.0,0.0,0.0,0.0,0.0,384000.0
2021,,0,0,6090.78,384000.0,0.0,0.0,0.0,0.0,0.0,384000.0
2022,,0,0,6090.78,383000.0,0.0,0.0,0.0,0.0,0.0,383000.0
2023,,0,0,6090.78,383000.0,0.0,0.0,0.0,0.0,0.0,383000.0
2024,,0,0,6090.78,383000.0,0.0,0.0,0.0,0.0,0.0,383000.0
2025,,0,0,6090.78,383000.0,0.0,0.0,0.0,0.0,0.0,383000.0
2026,,0,0,6090.78,383000.0,0.0,0.0,0.0,0.0,0.0,383000.0
2027,,0,0,6090.78,382000.0,0.0,0.0,0.0,0.0,0.0,382000.0
2028,,0,0,6090.78,382000.0,0.0,0.0,0.0,0.0,0.0,382000.0
2029,,0,0,6090.78,382000.0,0.0,0.0,0.0,0.0,0.0,382000.0
2030,,0,0,6090.78,382000.0,0.0,0.0,0.0,0.0,0.0,382000.0
2031,,0,0,6090.78,381000.0,0.0,0.0,0.0,0.0,0.0,381000.0
2032,,0,0,6090.78,381000.0,0.0,0.0,0.0,0.0,0.0,381000.0
2033,,0,0,6090.78,381000.0,0.0,0.0,0.0,0.0,0.0,381000.0
2034,,0,0,6090.78,381000.0,0.0,0.0,0.0,0.0,0.0,381000.0
2035,,0,0,6090.78,380000.0,0.0,0.0,0.0,0.0,0.0,380000.0
2036,,0,0,6090.78,380000.0,0.0,0.0,0.0,0.0,0.0,380000.0
2037,,0,0,6090.78,380000.0,0.0,0.0,0.0,0.0,0.0,380000.0
2038,,0,0,6090.78,380000.0,0.0,0.0,0.0,0.0,0.0,380000.0
2039,,0,0,6090.78,379000.0,0.0,0.0,0.0,0.0,0.0,379000.0
2040,,0,0,6090.78,379000.0,0.0,0.0,0.0,0.0,0.0,379000.0
