year,annotation,Maximum expected generation hydro [kWh/year],Maximum expected generation wind [kWh/year],Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation biomass [kWh/year],generation solar [kWh/year],generation wind [kWh/year],generation natural gas [kWh/year],generation hydro [kWh/year],generation diesel [kWh/year]
2003,,0,0,1231.4,198420.0,0.0,0.0,0.0,0.0,0.0,198420.0
2004,,0,0,1231.4,537635.0,0.0,0.0,0.0,0.0,0.0,537635.0
2005,,0,0,1231.4,699082.0,0.0,0.0,0.0,0.0,0.0,699082.0
2006,,0,0,1231.4,20246.0,0.0,0.0,0.0,0.0,0.0,20246.0
2007,,0,0,1231.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,,0,0,1231.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,,0,0,1231.4,247320.0,0.0,0.0,0.0,0.0,0.0,247320.0
2010,,0,0,1231.4,663226.0,0.0,0.0,0.0,0.0,0.0,663226.0
2011,,0,0,1231.4,743147.0,0.0,0.0,0.0,0.0,0.0,743147.0
2012,,0,0,1231.4,701082.0,0.0,0.0,0.0,0.0,0.0,701082.0
2013,,0,0,1231.4,677691.0,0.0,0.0,0.0,0.0,0.0,677691.0
2014,start of forecast,0,0,1231.4,678000.0,0.0,8294.0,0.0,0.0,0.0,669706.0
2015,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2016,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2017,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2018,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2019,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2020,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2021,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2022,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2023,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2024,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2025,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2026,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2027,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2028,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2029,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2030,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2031,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2032,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2033,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2034,,0,0,1231.4,679000.0,0.0,8294.0,0.0,0.0,0.0,670706.0
2035,,0,0,1231.4,680000.0,0.0,8294.0,0.0,0.0,0.0,671706.0
2036,,0,0,1231.4,680000.0,0.0,8294.0,0.0,0.0,0.0,671706.0
2037,,0,0,1231.4,680000.0,0.0,8294.0,0.0,0.0,0.0,671706.0
2038,,0,0,1231.4,680000.0,0.0,8294.0,0.0,0.0,0.0,671706.0
2039,,0,0,1231.4,680000.0,0.0,8294.0,0.0,0.0,0.0,671706.0
2040,,0,0,1231.4,680000.0,0.0,8294.0,0.0,0.0,0.0,671706.0
