year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,418317.77,27132.59,93161.9,120336.34
2018,421037.43,27586.03,93161.9,124937.49
2019,425785.05,28051.01,93161.9,129538.64
2020,430472.39,28525.05,93161.9,134139.8
2021,434729.42,29007.52,93161.9,138740.95
2022,439473.22,29499.78,93161.9,143342.1
2023,444190.06,30003.52,93161.9,148863.49
2024,448916.73,30516.39,93161.9,154384.87
2025,453799.95,31036.92,93161.9,158986.03
2026,458729.64,31561.2,93161.9,164507.41
2027,463730.29,32090.81,93161.9,170028.8
2028,468745.2,32627.16,93161.9,175550.18
2029,473906.76,33177.24,93161.9,181071.57
2030,479145.6,33736.43,93161.9,186592.95
2031,484463.83,34302.93,93161.9,192114.33
2032,489780.44,34875.24,93161.9,197635.72
2033,495251.47,35456.98,93161.9,203157.1
2034,500799.89,36049.87,93161.9,209598.72
2035,506502.11,36656.11,93161.9,216040.33
2036,512281.49,37277.63,93161.9,221561.72
2037,518292.08,37914.81,93161.9,228003.33
2038,524379.67,38563.69,93161.9,234444.95
2039,530544.35,39223.14,93161.9,241806.79
2040,536786.08,39893.57,93161.9,248248.41
