year,Base case diesel consumed,Modeled residential energy efficiency
2017,27052.1392517,24753.7741356
2018,27052.1392517,24753.7741356
2019,27052.1392517,24753.7741356
2020,25857.2601251,23558.895009
2021,25857.2601251,23558.895009
2022,25857.2601251,23558.895009
2023,25857.2601251,23558.895009
2024,24662.3809986,22364.0158825
2025,24662.3809986,22364.0158825
2026,24662.3809986,22364.0158825
2027,24662.3809986,22364.0158825
2028,23467.501872,21169.1367559
2029,23467.501872,21169.1367559
2030,22272.6227455,19974.2576294
2031,22272.6227455,19974.2576294
