year,annotation,Maximum expected generation hydro [kWh/year],Maximum expected generation wind [kWh/year],Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation biomass [kWh/year],generation solar [kWh/year],generation wind [kWh/year],generation natural gas [kWh/year],generation hydro [kWh/year],generation diesel [kWh/year]
2003,,0,0,30421.16,1277812.0,0.0,0.0,0.0,0.0,0.0,1277812.0
2004,,0,0,30421.16,1446431.0,0.0,0.0,0.0,0.0,0.0,1446431.0
2005,,0,0,30421.16,1748743.0,0.0,0.0,0.0,0.0,0.0,1748743.0
2006,,0,0,30421.16,1835935.0,0.0,0.0,0.0,0.0,0.0,1835935.0
2007,,0,0,30421.16,1738817.0,0.0,0.0,0.0,0.0,0.0,1738817.0
2008,,0,0,30421.16,2811711.0,0.0,0.0,0.0,0.0,0.0,2811711.0
2009,,0,0,30421.16,1966326.0,0.0,0.0,0.0,0.0,0.0,1966326.0
2010,,0,0,30421.16,1901467.0,0.0,0.0,0.0,0.0,0.0,1901467.0
2011,,0,0,30421.16,1885185.0,0.0,0.0,0.0,0.0,0.0,1885185.0
2012,,0,0,30421.16,1963726.0,0.0,0.0,0.0,0.0,0.0,1963726.0
2013,,0,0,30421.16,1908909.0,0.0,0.0,0.0,0.0,0.0,1908909.0
2014,start of forecast,0,0,30421.16,1950000.0,0.0,0.0,0.0,0.0,0.0,1950000.0
2015,,0,0,30421.16,1977000.0,0.0,0.0,0.0,0.0,0.0,1977000.0
2016,,0,0,30421.16,2012000.0,0.0,0.0,0.0,0.0,0.0,2012000.0
2017,,0,0,30421.16,2045000.0,0.0,0.0,0.0,0.0,0.0,2045000.0
2018,,0,0,30421.16,2080000.0,0.0,0.0,0.0,0.0,0.0,2080000.0
2019,,0,0,30421.16,2114000.0,0.0,0.0,0.0,0.0,0.0,2114000.0
2020,,0,0,30421.16,2146000.0,0.0,0.0,0.0,0.0,0.0,2146000.0
2021,,0,0,30421.16,2199000.0,0.0,0.0,0.0,0.0,0.0,2199000.0
2022,,0,0,30421.16,2234000.0,0.0,0.0,0.0,0.0,0.0,2234000.0
2023,,0,0,30421.16,2265000.0,0.0,0.0,0.0,0.0,0.0,2265000.0
2024,,0,0,30421.16,2297000.0,0.0,0.0,0.0,0.0,0.0,2297000.0
2025,,0,0,30421.16,2329000.0,0.0,0.0,0.0,0.0,0.0,2329000.0
2026,,0,0,30421.16,2363000.0,0.0,0.0,0.0,0.0,0.0,2363000.0
2027,,0,0,30421.16,2396000.0,0.0,0.0,0.0,0.0,0.0,2396000.0
2028,,0,0,30421.16,2437000.0,0.0,0.0,0.0,0.0,0.0,2437000.0
2029,,0,0,30421.16,2472000.0,0.0,0.0,0.0,0.0,0.0,2472000.0
2030,,0,0,30421.16,2507000.0,0.0,0.0,0.0,0.0,0.0,2507000.0
2031,,0,0,30421.16,2542000.0,0.0,0.0,0.0,0.0,0.0,2542000.0
2032,,0,0,30421.16,2577000.0,0.0,0.0,0.0,0.0,0.0,2577000.0
2033,,0,0,30421.16,2609000.0,0.0,0.0,0.0,0.0,0.0,2609000.0
2034,,0,0,30421.16,2644000.0,0.0,0.0,0.0,0.0,0.0,2644000.0
2035,,0,0,30421.16,2687000.0,0.0,0.0,0.0,0.0,0.0,2687000.0
2036,,0,0,30421.16,2724000.0,0.0,0.0,0.0,0.0,0.0,2724000.0
2037,,0,0,30421.16,2762000.0,0.0,0.0,0.0,0.0,0.0,2762000.0
2038,,0,0,30421.16,2799000.0,0.0,0.0,0.0,0.0,0.0,2799000.0
2039,,0,0,30421.16,2840000.0,0.0,0.0,0.0,0.0,0.0,2840000.0
2040,,0,0,30421.16,2881000.0,0.0,0.0,0.0,0.0,0.0,2881000.0
